term,documentFrequency,termFrequency,documentShare,score,sourceIds
ischemic,5,10,0.013405,17.924813,BK0052;BK0136;BK0247;BK0270;BK0332
mating,5,10,0.013405,17.924813,BK0021;BK0064;BK0086;BK0106;BK0114
metabolite,5,10,0.013405,17.924813,BK0023;BK0133;BK0136;BK0166;BK0257
ard,4,19,0.010724,17.56927,BK0273;BK0286;BK0316;BK0327
citrullination,4,19,0.010724,17.56927,BK0123;BK0175;BK0181;BK0206
hif1,4,19,0.010724,17.56927,BK0095;BK0160;BK0208;BK0209
acquisition,5,9,0.013405,17.297158,BK0003;BK0027;BK0038;BK0046;BK0333
apoptotic,5,9,0.013405,17.297158,BK0203;BK0233;BK0259;BK0310;BK0347
autoantibodies,5,9,0.013405,17.297158,BK0128;BK0181;BK0255;BK0311;BK0330
compartment,5,9,0.013405,17.297158,BK0118;BK0161;BK0300;BK0325;BK0341
days,5,9,0.013405,17.297158,BK0088;BK0154;BK0172;BK0298;BK0308
developmental,5,9,0.013405,17.297158,BK0021;BK0127;BK0242;BK0300;BK0305
driver,5,9,0.013405,17.297158,BK0011;BK0023;BK0036;BK0048;BK0090
external,5,9,0.013405,17.297158,BK0003;BK0124;BK0166;BK0295;BK0343
gas,5,9,0.013405,17.297158,BK0006;BK0008;BK0109;BK0166;BK0174
isgylation,5,9,0.013405,17.297158,BK0009;BK0044;BK0054;BK0058;BK0062
ovarian,5,9,0.013405,17.297158,BK0191;BK0211;BK0213;BK0306;BK0348
photoreactive,5,9,0.013405,17.297158,BK0270;BK0366;BK0367;BK0368;BK0369
subtypes,5,9,0.013405,17.297158,BK0005;BK0017;BK0101;BK0217;BK0254
cyld,4,18,0.010724,17.287712,BK0054;BK0147;BK0194;BK0301
bortezomib,4,17,0.010724,16.99171,BK0251;BK0334;BK0339;BK0342
citrullinated,4,16,0.010724,16.6797,BK0151;BK0175;BK0181;BK0206
adaptation,5,8,0.013405,16.60964,BK0095;BK0117;BK0182;BK0230;BK0308
autoantigens,5,8,0.013405,16.60964,BK0128;BK0206;BK0255;BK0311;BK0371
case,5,8,0.013405,16.60964,BK0173;BK0191;BK0271;BK0273;BK0371
conjugated,5,8,0.013405,16.60964,BK0009;BK0058;BK0115;BK0212;BK0366
demethylases,5,8,0.013405,16.60964,BK0105;BK0143;BK0156;BK0169;BK0309
encoded,5,8,0.013405,16.60964,BK0020;BK0168;BK0323;BK0338;BK0366
fractions,5,8,0.013405,16.60964,BK0020;BK0063;BK0120;BK0311;BK0333
frequency,5,8,0.013405,16.60964,BK0099;BK0131;BK0139;BK0368;BK0370
glycolytic,5,8,0.013405,16.60964,BK0058;BK0100;BK0112;BK0197;BK0200
gradient,5,8,0.013405,16.60964,BK0106;BK0122;BK0166;BK0222;BK0337
immunodeficiency,5,8,0.013405,16.60964,BK0125;BK0183;BK0204;BK0298;BK0326
isolation,5,8,0.013405,16.60964,BK0109;BK0120;BK0186;BK0290;BK0299
ligation,5,8,0.013405,16.60964,BK0031;BK0307;BK0340;BK0351;BK0359
metabolomics,5,8,0.013405,16.60964,BK0008;BK0166;BK0171;BK0208;BK0248
modules,5,8,0.013405,16.60964,BK0004;BK0027;BK0068;BK0157;BK0373
pancreatic,5,8,0.013405,16.60964,BK0029;BK0140;BK0160;BK0201;BK0303
partners,5,8,0.013405,16.60964,BK0203;BK0220;BK0228;BK0246;BK0317
polymerase,5,8,0.013405,16.60964,BK0157;BK0293;BK0313;BK0318;BK0343
transplant,5,8,0.013405,16.60964,BK0032;BK0052;BK0070;BK0088;BK0254
vimentin,5,8,0.013405,16.60964,BK0151;BK0181;BK0206;BK0308;BK0322
year,5,8,0.013405,16.60964,BK0023;BK0070;BK0076;BK0173;BK0239
p97,4,14,0.010724,16.0,BK0055;BK0069;BK0090;BK0228
abnormal,5,7,0.013405,15.849625,BK0011;BK0063;BK0150;BK0153;BK0361
anemia,5,7,0.013405,15.849625,BK0120;BK0130;BK0239;BK0270;BK0300
berghei,5,7,0.013405,15.849625,BK0137;BK0366;BK0367;BK0368;BK0369
classes,5,7,0.013405,15.849625,BK0098;BK0166;BK0227;BK0248;BK0256
conjugating,5,7,0.013405,15.849625,BK0012;BK0141;BK0152;BK0354;BK0355
fast,5,7,0.013405,15.849625,BK0046;BK0051;BK0100;BK0207;BK0337
fibrosis,5,7,0.013405,15.849625,BK0005;BK0032;BK0050;BK0052;BK0267
glycolysis,5,7,0.013405,15.849625,BK0095;BK0112;BK0136;BK0166;BK0208
grafts,5,7,0.013405,15.849625,BK0032;BK0047;BK0049;BK0052;BK0070
hydratase,5,7,0.013405,15.849625,BK0160;BK0229;BK0237;BK0271;BK0287
ifn,5,7,0.013405,15.849625,BK0009;BK0062;BK0072;BK0112;BK0131
inhibitory,5,7,0.013405,15.849625,BK0042;BK0124;BK0298;BK0302;BK0321
linear,5,7,0.013405,15.849625,BK0019;BK0115;BK0147;BK0194;BK0222
median,5,7,0.013405,15.849625,BK0023;BK0159;BK0172;BK0181;BK0230
networks,5,7,0.013405,15.849625,BK0003;BK0039;BK0045;BK0100;BK0249
polypeptide,5,7,0.013405,15.849625,BK0091;BK0220;BK0317;BK0359;BK0373
rat,5,7,0.013405,15.849625,BK0128;BK0136;BK0210;BK0221;BK0351
remodeling,5,7,0.013405,15.849625,BK0014;BK0028;BK0059;BK0112;BK0362
ribosomal,5,7,0.013405,15.849625,BK0074;BK0223;BK0225;BK0226;BK0264
sodium,5,7,0.013405,15.849625,BK0134;BK0189;BK0210;BK0337;BK0352
sulfone,5,7,0.013405,15.849625,BK0354;BK0358;BK0360;BK0363;BK0364
supported,5,7,0.013405,15.849625,BK0011;BK0102;BK0116;BK0309;BK0371
synthetic,5,7,0.013405,15.849625,BK0107;BK0148;BK0156;BK0256;BK0340
technology,5,7,0.013405,15.849625,BK0039;BK0103;BK0129;BK0263;BK0316
trafficking,5,7,0.013405,15.849625,BK0010;BK0050;BK0115;BK0177;BK0308
vaccines,5,7,0.013405,15.849625,BK0080;BK0125;BK0131;BK0215;BK0371
yield,5,7,0.013405,15.849625,BK0145;BK0150;BK0201;BK0205;BK0299
ancient,4,13,0.010724,15.627562,BK0111;BK0185;BK0199;BK0323
ecm,4,13,0.010724,15.627562,BK0113;BK0137;BK0150;BK0242
muscles,4,13,0.010724,15.627562,BK0083;BK0104;BK0304;BK0351
myeloma,4,13,0.010724,15.627562,BK0251;BK0334;BK0339;BK0342
pad4,4,13,0.010724,15.627562,BK0123;BK0175;BK0181;BK0206
usp30,3,33,0.008043,15.387849,BK0018;BK0042;BK0092
cortex,4,12,0.010724,15.22942,BK0020;BK0063;BK0171;BK0362
transgenic,4,12,0.010724,15.22942,BK0140;BK0171;BK0242;BK0260
accessibility,5,6,0.013405,15.0,BK0048;BK0059;BK0084;BK0179;BK0317
according,5,6,0.013405,15.0,BK0081;BK0154;BK0166;BK0230;BK0351
augments,5,6,0.013405,15.0,BK0162;BK0175;BK0203;BK0233;BK0320
break,5,6,0.013405,15.0,BK0026;BK0090;BK0110;BK0119;BK0142
crude,5,6,0.013405,15.0,BK0103;BK0270;BK0339;BK0346;BK0355
damaged,5,6,0.013405,15.0,BK0042;BK0092;BK0201;BK0233;BK0300
decrease,5,6,0.013405,15.0,BK0023;BK0076;BK0160;BK0223;BK0367
deleted,5,6,0.013405,15.0,BK0095;BK0200;BK0208;BK0245;BK0358
differed,5,6,0.013405,15.0,BK0122;BK0304;BK0312;BK0343;BK0369
discrimination,5,6,0.013405,15.0,BK0070;BK0124;BK0125;BK0159;BK0364
displayed,5,6,0.013405,15.0,BK0129;BK0195;BK0200;BK0303;BK0368
dominant,5,6,0.013405,15.0,BK0010;BK0015;BK0066;BK0188;BK0278
driving,5,6,0.013405,15.0,BK0005;BK0013;BK0062;BK0175;BK0191
environment,5,6,0.013405,15.0,BK0021;BK0029;BK0163;BK0256;BK0360
escherichia,5,6,0.013405,15.0,BK0163;BK0264;BK0337;BK0343;BK0354
experience,5,6,0.013405,15.0,BK0008;BK0106;BK0173;BK0230;BK0299
facilitates,5,6,0.013405,15.0,BK0101;BK0142;BK0162;BK0193;BK0320
folding,5,6,0.013405,15.0,BK0013;BK0072;BK0153;BK0228;BK0303
hence,5,6,0.013405,15.0,BK0004;BK0197;BK0212;BK0230;BK0370
hydrolase,5,6,0.013405,15.0,BK0025;BK0027;BK0082;BK0142;BK0354
incorporated,5,6,0.013405,15.0,BK0099;BK0125;BK0201;BK0305;BK0351
infectious,5,6,0.013405,15.0,BK0009;BK0125;BK0249;BK0283;BK0323
inform,5,6,0.013405,15.0,BK0046;BK0068;BK0111;BK0125;BK0204
interacting,5,6,0.013405,15.0,BK0020;BK0031;BK0054;BK0224;BK0323
intrinsic,5,6,0.013405,15.0,BK0013;BK0065;BK0071;BK0291;BK0323
limiting,5,6,0.013405,15.0,BK0007;BK0094;BK0099;BK0117;BK0200
malignancies,5,6,0.013405,15.0,BK0029;BK0196;BK0200;BK0283;BK0334
mediators,5,6,0.013405,15.0,BK0051;BK0163;BK0170;BK0180;BK0321
medium,5,6,0.013405,15.0,BK0120;BK0189;BK0302;BK0321;BK0351
metabolomic,5,6,0.013405,15.0,BK0095;BK0100;BK0136;BK0197;BK0257
methyl,5,6,0.013405,15.0,BK0166;BK0169;BK0317;BK0357;BK0364
modeling,5,6,0.013405,15.0,BK0038;BK0135;BK0144;BK0185;BK0366
mutants,5,6,0.013405,15.0,BK0029;BK0048;BK0073;BK0168;BK0267
novo,5,6,0.013405,15.0,BK0149;BK0201;BK0204;BK0220;BK0231
open,5,6,0.013405,15.0,BK0051;BK0209;BK0275;BK0352;BK0373
otu,5,6,0.013405,15.0,BK0073;BK0115;BK0211;BK0348;BK0359
pharmacological,5,6,0.013405,15.0,BK0043;BK0103;BK0108;BK0283;BK0316
preserved,5,6,0.013405,15.0,BK0111;BK0171;BK0178;BK0188;BK0367
proximal,5,6,0.013405,15.0,BK0147;BK0193;BK0281;BK0301;BK0352
recovery,5,6,0.013405,15.0,BK0014;BK0080;BK0109;BK0120;BK0131
relative,5,6,0.013405,15.0,BK0129;BK0183;BK0195;BK0274;BK0303
resection,5,6,0.013405,15.0,BK0026;BK0069;BK0071;BK0178;BK0216
series,5,6,0.013405,15.0,BK0172;BK0178;BK0271;BK0321;BK0353
supporting,5,6,0.013405,15.0,BK0114;BK0139;BK0213;BK0315;BK0328
toxicity,5,6,0.013405,15.0,BK0087;BK0161;BK0177;BK0184;BK0303
trigger,5,6,0.013405,15.0,BK0006;BK0047;BK0092;BK0202;BK0240
variable,5,6,0.013405,15.0,BK0070;BK0088;BK0096;BK0186;BK0254
variation,5,6,0.013405,15.0,BK0186;BK0221;BK0281;BK0282;BK0294
nitric,4,11,0.010724,14.801759,BK0112;BK0141;BK0148;BK0288
oxide,4,11,0.010724,14.801759,BK0112;BK0141;BK0148;BK0288
ubls,4,11,0.010724,14.801759,BK0323;BK0336;BK0348;BK0354
abnormalities,5,5,0.013405,14.036775,BK0064;BK0111;BK0173;BK0267;BK0276
adaptive,5,5,0.013405,14.036775,BK0066;BK0072;BK0106;BK0259;BK0356
adverse,5,5,0.013405,14.036775,BK0032;BK0047;BK0161;BK0195;BK0201
bacteria,5,5,0.013405,14.036775,BK0101;BK0163;BK0250;BK0323;BK0343
become,5,5,0.013405,14.036775,BK0086;BK0174;BK0209;BK0321;BK0331
best,5,5,0.013405,14.036775,BK0114;BK0140;BK0219;BK0230;BK0266
bond,5,5,0.013405,14.036775,BK0033;BK0042;BK0090;BK0143;BK0313
canonical,5,5,0.013405,14.036775,BK0002;BK0009;BK0012;BK0044;BK0327
capture,5,5,0.013405,14.036775,BK0006;BK0012;BK0013;BK0102;BK0182
characterisation,5,5,0.013405,14.036775,BK0003;BK0053;BK0092;BK0120;BK0283
clear,5,5,0.013405,14.036775,BK0109;BK0230;BK0234;BK0278;BK0371
cleave,5,5,0.013405,14.036775,BK0024;BK0179;BK0213;BK0317;BK0338
coagulation,5,5,0.013405,14.036775,BK0049;BK0136;BK0137;BK0138;BK0186
coincides,5,5,0.013405,14.036775,BK0101;BK0153;BK0233;BK0252;BK0344
comprising,5,5,0.013405,14.036775,BK0024;BK0048;BK0119;BK0122;BK0292
concept,5,5,0.013405,14.036775,BK0095;BK0148;BK0230;BK0256;BK0356
confirm,5,5,0.013405,14.036775,BK0114;BK0128;BK0150;BK0185;BK0358
conjugates,5,5,0.013405,14.036775,BK0009;BK0278;BK0307;BK0317;BK0345
considerable,5,5,0.013405,14.036775,BK0076;BK0120;BK0222;BK0223;BK0227
consistently,5,5,0.013405,14.036775,BK0008;BK0122;BK0138;BK0214;BK0294
coordinate,5,5,0.013405,14.036775,BK0024;BK0101;BK0146;BK0175;BK0253
counterparts,5,5,0.013405,14.036775,BK0113;BK0323;BK0356;BK0364;BK0372
crystallographic,5,5,0.013405,14.036775,BK0143;BK0279;BK0327;BK0360;BK0366
designed,5,5,0.013405,14.036775,BK0052;BK0105;BK0124;BK0147;BK0346
detectable,5,5,0.013405,14.036775,BK0147;BK0248;BK0322;BK0333;BK0338
determinants,5,5,0.013405,14.036775,BK0068;BK0101;BK0128;BK0247;BK0311
difficult,5,5,0.013405,14.036775,BK0019;BK0099;BK0161;BK0236;BK0316
discuss,5,5,0.013405,14.036775,BK0060;BK0066;BK0238;BK0283;BK0361
display,5,5,0.013405,14.036775,BK0061;BK0144;BK0201;BK0246;BK0267
disrupts,5,5,0.013405,14.036775,BK0059;BK0079;BK0126;BK0175;BK0344
downregulates,5,5,0.013405,14.036775,BK0126;BK0164;BK0203;BK0232;BK0233
effectively,5,5,0.013405,14.036775,BK0065;BK0178;BK0201;BK0231;BK0334
elements,5,5,0.013405,14.036775,BK0084;BK0092;BK0127;BK0182;BK0262
enables,5,5,0.013405,14.036775,BK0010;BK0126;BK0140;BK0254;BK0256
enabling,5,5,0.013405,14.036775,BK0002;BK0041;BK0120;BK0133;BK0195
estimated,5,5,0.013405,14.036775,BK0008;BK0114;BK0199;BK0219;BK0373
exclusive,5,5,0.013405,14.036775,BK0098;BK0121;BK0180;BK0213;BK0229
exhibit,5,5,0.013405,14.036775,BK0015;BK0037;BK0050;BK0123;BK0211
expansion,5,5,0.013405,14.036775,BK0016;BK0082;BK0205;BK0298;BK0356
express,5,5,0.013405,14.036775,BK0077;BK0094;BK0260;BK0322;BK0367
failed,5,5,0.013405,14.036775,BK0124;BK0163;BK0247;BK0289;BK0302
fractionation,5,5,0.013405,14.036775,BK0016;BK0020;BK0038;BK0120;BK0282
hereditary,5,5,0.013405,14.036775,BK0174;BK0229;BK0237;BK0271;BK0314
identifier,5,5,0.013405,14.036775,BK0020;BK0038;BK0093;BK0128;BK0132
improvement,5,5,0.013405,14.036775,BK0088;BK0217;BK0222;BK0236;BK0308
inactive,5,5,0.013405,14.036775,BK0060;BK0180;BK0192;BK0225;BK0358
integrity,5,5,0.013405,14.036775,BK0101;BK0113;BK0118;BK0216;BK0293
interact,5,5,0.013405,14.036775,BK0021;BK0071;BK0216;BK0268;BK0359
interface,5,5,0.013405,14.036775,BK0019;BK0115;BK0175;BK0297;BK0327
involvement,5,5,0.013405,14.036775,BK0028;BK0055;BK0113;BK0321;BK0361
label,5,5,0.013405,14.036775,BK0147;BK0149;BK0171;BK0256;BK0340
latter,5,5,0.013405,14.036775,BK0098;BK0129;BK0174;BK0248;BK0260
limitations,5,5,0.013405,14.036775,BK0037;BK0109;BK0159;BK0248;BK0254
longer,5,5,0.013405,14.036775,BK0008;BK0188;BK0218;BK0299;BK0365
lymphocyte,5,5,0.013405,14.036775,BK0317;BK0361;BK0369;BK0370;BK0371
mapped,5,5,0.013405,14.036775,BK0047;BK0085;BK0151;BK0181;BK0366
material,5,5,0.013405,14.036775,BK0103;BK0109;BK0174;BK0201;BK0343
means,5,5,0.013405,14.036775,BK0006;BK0038;BK0044;BK0126;BK0351
mediating,5,5,0.013405,14.036775,BK0130;BK0167;BK0195;BK0276;BK0317
modifier,5,5,0.013405,14.036775,BK0009;BK0044;BK0058;BK0152;BK0317
modulators,5,5,0.013405,14.036775,BK0023;BK0085;BK0096;BK0223;BK0283
moieties,5,5,0.013405,14.036775,BK0094;BK0169;BK0193;BK0234;BK0366
offers,5,5,0.013405,14.036775,BK0021;BK0048;BK0082;BK0131;BK0174
operating,5,5,0.013405,14.036775,BK0051;BK0093;BK0169;BK0219;BK0257
organisms,5,5,0.013405,14.036775,BK0012;BK0180;BK0205;BK0304;BK0346
partner,5,5,0.013405,14.036775,BK0038;BK0107;BK0158;BK0162;BK0194
place,5,5,0.013405,14.036775,BK0026;BK0140;BK0220;BK0226;BK0369
pooled,5,5,0.013405,14.036775,BK0081;BK0129;BK0186;BK0241;BK0281
position,5,5,0.013405,14.036775,BK0183;BK0206;BK0218;BK0279;BK0360
precursor,5,5,0.013405,14.036775,BK0159;BK0187;BK0274;BK0313;BK0321
precursors,5,5,0.013405,14.036775,BK0053;BK0174;BK0208;BK0215;BK0218
predict,5,5,0.013405,14.036775,BK0003;BK0038;BK0070;BK0086;BK0124
prevent,5,5,0.013405,14.036775,BK0041;BK0107;BK0260;BK0314;BK0365
primarily,5,5,0.013405,14.036775,BK0014;BK0025;BK0064;BK0172;BK0255
proteomexchange,5,5,0.013405,14.036775,BK0020;BK0038;BK0093;BK0128;BK0132
quantified,5,5,0.013405,14.036775,BK0006;BK0008;BK0027;BK0114;BK0281
recruited,5,5,0.013405,14.036775,BK0051;BK0130;BK0178;BK0194;BK0276
relevance,5,5,0.013405,14.036775,BK0007;BK0016;BK0043;BK0048;BK0137
relies,5,5,0.013405,14.036775,BK0114;BK0201;BK0290;BK0325;BK0336
rely,5,5,0.013405,14.036775,BK0072;BK0100;BK0257;BK0340;BK0361
reports,5,5,0.013405,14.036775,BK0074;BK0169;BK0173;BK0279;BK0332
resistant,5,5,0.013405,14.036775,BK0201;BK0251;BK0302;BK0334;BK0353
saccharomyces,5,5,0.013405,14.036775,BK0099;BK0205;BK0223;BK0225;BK0296
scope,5,5,0.013405,14.036775,BK0085;BK0116;BK0120;BK0256;BK0279
screened,5,5,0.013405,14.036775,BK0181;BK0189;BK0195;BK0255;BK0282
seen,5,5,0.013405,14.036775,BK0064;BK0169;BK0241;BK0312;BK0362
shed,5,5,0.013405,14.036775,BK0013;BK0175;BK0282;BK0320;BK0344
suboptimal,5,5,0.013405,14.036775,BK0047;BK0070;BK0120;BK0171;BK0219
superoxide,5,5,0.013405,14.036775,BK0020;BK0044;BK0148;BK0198;BK0308
supports,5,5,0.013405,14.036775,BK0065;BK0082;BK0119;BK0182;BK0251
sustained,5,5,0.013405,14.036775,BK0094;BK0192;BK0241;BK0254;BK0368
symptoms,5,5,0.013405,14.036775,BK0135;BK0154;BK0173;BK0267;BK0292
technique,5,5,0.013405,14.036775,BK0013;BK0114;BK0132;BK0254;BK0372
tolerance,5,5,0.013405,14.036775,BK0117;BK0160;BK0247;BK0330;BK0333
transmembrane,5,5,0.013405,14.036775,BK0020;BK0085;BK0117;BK0134;BK0189
trap,5,5,0.013405,14.036775,BK0235;BK0258;BK0307;BK0337;BK0354
turn,5,5,0.013405,14.036775,BK0130;BK0167;BK0215;BK0238;BK0368
typically,5,5,0.013405,14.036775,BK0045;BK0048;BK0149;BK0313;BK0368
undergo,5,5,0.013405,14.036775,BK0005;BK0006;BK0047;BK0049;BK0131
unexpectedly,5,5,0.013405,14.036775,BK0180;BK0201;BK0231;BK0262;BK0273
usp5,5,5,0.013405,14.036775,BK0028;BK0055;BK0147;BK0345;BK0354
valuable,5,5,0.013405,14.036775,BK0021;BK0031;BK0056;BK0135;BK0354
ways,5,5,0.013405,14.036775,BK0091;BK0247;BK0283;BK0285;BK0323
wider,5,5,0.013405,14.036775,BK0082;BK0125;BK0148;BK0196;BK0242
xenografts,5,5,0.013405,14.036775,BK0019;BK0076;BK0155;BK0211;BK0260
killing,4,9,0.010724,13.837726,BK0069;BK0089;BK0097;BK0367
module,4,9,0.010724,13.837726,BK0027;BK0041;BK0068;BK0107
myeloid,4,9,0.010724,13.837726,BK0043;BK0062;BK0097;BK0200
nucleic,4,9,0.010724,13.837726,BK0033;BK0068;BK0254;BK0255
pig,4,9,0.010724,13.837726,BK0140;BK0171;BK0260;BK0267
sera,4,9,0.010724,13.837726,BK0128;BK0181;BK0210;BK0257
jmjd6,3,21,0.008043,13.570686,BK0224;BK0245;BK0315
otulin,3,20,0.008043,13.378295,BK0115;BK0147;BK0194
agonists,4,8,0.010724,13.287712,BK0240;BK0368;BK0369;BK0370
deconjugating,4,8,0.010724,13.287712,BK0152;BK0283;BK0354;BK0355
flanking,4,8,0.010724,13.287712,BK0040;BK0215;BK0289;BK0307
gradients,4,8,0.010724,13.287712,BK0095;BK0101;BK0222;BK0337
integrative,4,8,0.010724,13.287712,BK0011;BK0031;BK0052;BK0182
mitosis,4,8,0.010724,13.287712,BK0026;BK0071;BK0110;BK0146
motor,4,8,0.010724,13.287712,BK0020;BK0079;BK0122;BK0170
parasite,4,8,0.010724,13.287712,BK0012;BK0137;BK0239;BK0266
pipeline,4,8,0.010724,13.287712,BK0037;BK0051;BK0274;BK0297
promoter,4,8,0.010724,13.287712,BK0221;BK0260;BK0296;BK0343
ptms,4,8,0.010724,13.287712,BK0054;BK0067;BK0285;BK0337
usp,4,8,0.010724,13.287712,BK0165;BK0194;BK0216;BK0345
usp14,4,8,0.010724,13.287712,BK0028;BK0087;BK0304;BK0363
endometriosis,3,19,0.008043,13.176952,BK0078;BK0081;BK0292
erap1,3,18,0.008043,12.965784,BK0053;BK0218;BK0275
exosomes,3,18,0.008043,12.965784,BK0081;BK0210;BK0305
pabpn1,3,17,0.008043,12.743783,BK0016;BK0083;BK0104
alanine,4,7,0.010724,12.6797,BK0016;BK0168;BK0338;BK0353
arrays,4,7,0.010724,12.6797,BK0006;BK0126;BK0164;BK0255
atypical,4,7,0.010724,12.6797,BK0039;BK0073;BK0111;BK0180
bodies,4,7,0.010724,12.6797,BK0168;BK0177;BK0326;BK0362
extraction,4,7,0.010724,12.6797,BK0109;BK0145;BK0166;BK0189
fork,4,7,0.010724,12.6797,BK0071;BK0099;BK0178;BK0184
fractionated,4,7,0.010724,12.6797,BK0063;BK0222;BK0294;BK0333
intensity,4,7,0.010724,12.6797,BK0017;BK0106;BK0274;BK0294
optimization,4,7,0.010724,12.6797,BK0025;BK0052;BK0222;BK0337
p300,4,7,0.010724,12.6797,BK0153;BK0203;BK0277;BK0320
secreted,4,7,0.010724,12.6797,BK0036;BK0064;BK0163;BK0220
cord,3,16,0.008043,12.509775,BK0020;BK0063;BK0164
prc2,3,15,0.008043,12.262389,BK0180;BK0190;BK0231
strap,3,15,0.008043,12.262389,BK0203;BK0265;BK0320
base,4,6,0.010724,12.0,BK0178;BK0202;BK0293;BK0318
ber,3,14,0.008043,12.0,BK0202;BK0293;BK0318
carrying,4,6,0.010724,12.0,BK0135;BK0261;BK0317;BK0331
citrulline,4,6,0.010724,12.0,BK0059;BK0123;BK0175;BK0206
cofactor,4,6,0.010724,12.0,BK0112;BK0141;BK0203;BK0320
day,4,6,0.010724,12.0,BK0023;BK0046;BK0172;BK0308
delivery,4,6,0.010724,12.0,BK0032;BK0204;BK0300;BK0349
division,4,6,0.010724,12.0,BK0024;BK0100;BK0110;BK0146
escape,4,6,0.010724,12.0,BK0040;BK0053;BK0066;BK0361
families,4,6,0.010724,12.0,BK0316;BK0346;BK0348;BK0352
granule,4,6,0.010724,12.0,BK0079;BK0225;BK0308;BK0362
homozygous,4,6,0.010724,12.0,BK0180;BK0246;BK0261;BK0267
isoforms,4,6,0.010724,12.0,BK0094;BK0103;BK0159;BK0353
leukemia,4,6,0.010724,12.0,BK0001;BK0009;BK0200;BK0321
lysosomal,4,6,0.010724,12.0,BK0177;BK0300;BK0356;BK0362
mean,4,6,0.010724,12.0,BK0154;BK0197;BK0257;BK0294
methylated,4,6,0.010724,12.0,BK0187;BK0205;BK0252;BK0280
mimic,4,6,0.010724,12.0,BK0122;BK0155;BK0164;BK0256
oncogenic,4,6,0.010724,12.0,BK0029;BK0165;BK0208;BK0261
pji,3,14,0.008043,12.0,BK0154;BK0172;BK0230
preservation,4,6,0.010724,12.0,BK0008;BK0049;BK0075;BK0188
prognosis,4,6,0.010724,12.0,BK0034;BK0113;BK0124;BK0172
promoters,4,6,0.010724,12.0,BK0127;BK0167;BK0175;BK0262
proteostasis,4,6,0.010724,12.0,BK0005;BK0028;BK0072;BK0153
regression,4,6,0.010724,12.0,BK0023;BK0076;BK0124;BK0241
synaptic,4,6,0.010724,12.0,BK0020;BK0028;BK0034;BK0102
throughput,4,6,0.010724,12.0,BK0046;BK0056;BK0120;BK0337
transferred,4,6,0.010724,12.0,BK0021;BK0064;BK0106;BK0114
transmission,4,6,0.010724,12.0,BK0028;BK0168;BK0170;BK0253
notch,3,13,0.008043,11.720672,BK0305;BK0316;BK0327
forks,3,12,0.008043,11.422065,BK0071;BK0090;BK0178
hlrcc,3,12,0.008043,11.422065,BK0229;BK0237;BK0271
accurate,4,5,0.010724,11.22942,BK0111;BK0124;BK0146;BK0274
activates,4,5,0.010724,11.22942,BK0133;BK0194;BK0253;BK0296
added,4,5,0.010724,11.22942,BK0114;BK0187;BK0210;BK0299
administered,4,5,0.010724,11.22942,BK0019;BK0032;BK0173;BK0299
administration,4,5,0.010724,11.22942,BK0049;BK0201;BK0299;BK0339
angiogenesis,4,5,0.010724,11.22942,BK0011;BK0164;BK0242;BK0305
arrest,4,5,0.010724,11.22942,BK0162;BK0225;BK0280;BK0319
attenuate,4,5,0.010724,11.22942,BK0049;BK0088;BK0240;BK0260
auxiliary,4,5,0.010724,11.22942,BK0168;BK0224;BK0278;BK0315
carried,4,5,0.010724,11.22942,BK0064;BK0263;BK0282;BK0365
catalyses,4,5,0.010724,11.22942,BK0169;BK0245;BK0279;BK0315
causing,4,5,0.010724,11.22942,BK0047;BK0054;BK0104;BK0347
center,4,5,0.010724,11.22942,BK0081;BK0223;BK0292;BK0302
circumsporozoite,4,5,0.010724,11.22942,BK0366;BK0367;BK0368;BK0369
complications,4,5,0.010724,11.22942,BK0023;BK0171;BK0198;BK0267
confidence,4,5,0.010724,11.22942,BK0114;BK0172;BK0219;BK0239
cyclins,4,5,0.010724,11.22942,BK0019;BK0026;BK0107;BK0179
cytoskeleton,4,5,0.010724,11.22942,BK0047;BK0070;BK0083;BK0209
dissected,4,5,0.010724,11.22942,BK0050;BK0189;BK0206;BK0296
distinguish,4,5,0.010724,11.22942,BK0010;BK0070;BK0185;BK0254
enabled,4,5,0.010724,11.22942,BK0006;BK0038;BK0144;BK0272
excessive,4,5,0.010724,11.22942,BK0019;BK0069;BK0117;BK0291
expanded,4,5,0.010724,11.22942,BK0062;BK0159;BK0256;BK0341
fluorescent,4,5,0.010724,11.22942,BK0106;BK0245;BK0258;BK0364
flux,4,5,0.010724,11.22942,BK0045;BK0085;BK0117;BK0200
governs,4,5,0.010724,11.22942,BK0059;BK0119;BK0232;BK0233
hallmarks,4,5,0.010724,11.22942,BK0171;BK0179;BK0202;BK0304
heterogeneity,4,5,0.010724,11.22942,BK0005;BK0020;BK0036;BK0039
homologous,4,5,0.010724,11.22942,BK0026;BK0071;BK0216;BK0317
hydroxylations,4,5,0.010724,11.22942,BK0273;BK0277;BK0279;BK0315
incorporation,4,5,0.010724,11.22942,BK0099;BK0102;BK0201;BK0305
incubation,4,5,0.010724,11.22942,BK0032;BK0260;BK0321;BK0351
insertion,4,5,0.010724,11.22942,BK0048;BK0117;BK0129;BK0325
instrumentation,4,5,0.010724,11.22942,BK0125;BK0199;BK0222;BK0248
intermediates,4,5,0.010724,11.22942,BK0024;BK0100;BK0112;BK0141
ionizing,4,5,0.010724,11.22942,BK0026;BK0069;BK0142;BK0253
